MüştəriID,AdSoyad,DoğumTarixi,Cins,TəhsilSəviyyəsi,MəşğulluqStatusu,AylıqGəlir,KreditNövü,KreditMəbləği,KreditMəqsədi,FaizDərəcəsi,KreditSkoru,DigərKreditlərinSayı,KeçmişdəGecikmə,QaraSiyahida,MüraciətStatusu,YoxlayıcınınQeydləri
93222196,Uğur Quliyev,18/07/1994,,Bakalavr,İşləyən,2759,Nağd istehlak krediti,2944,tibbi xərclər,22.14,1060.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 465
46904431,Aylin Səfərova,08-06-92,Q,Magistr,İşləyən,1901,Nağd istehlak krediti,18223 AZN,məişət avadanlığı alışı,19.97,1205.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
50055546,Şəbnəm Hüseynova,1974-01-26,qadin,Bakalavr tehsili,İşləyən,3910,Nağd istehlak krediti,14633 AZN,tibbi xərclər,18.04,1003.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
36638766,Fidan Rüstəmova,27/07/1992,Qadın,Bakalavr tehsili,İşləyən,3053,Nağd istehlak krediti,12902 AZN,təmir,12.53,1262.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 200
47813064,Ramin Cavadov,29/05/1989,K,Bakalavr,İşləyən,1111,Nağd istehlak krediti,13130,təmir,11.91,1051.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
79903805,Fatimə Vəliyeva,05-04-90,,Bakalavr tehsili,Sahibkar,6876,Mikro kredit,38734,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.81,1429.0,8,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
20976199,Anar Səfərov,1984-03-15,K,Magistr,İşləyən,3714,Nağd istehlak krediti,19439,şəxsi istehlak məqsədi,14.73,1434.0,2,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
94803030,Ləman Səfərova,1998-07-24,,Bakalavr tehsili,İşləyən,1297,Nağd istehlak krediti,12749,toy xərcləri,23.89,851.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
79534593,Emin Tağıyev,07-08-07, kişi ,Bakalavr tehsili,Tələbə,298,Təhsil krediti,675,əsas vəsaitlərin alınması - Biznes krediti,17.1,623.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
83917652,Məhəmməd Babayev,1975-12-28,Kişi,Bakalavr tehsili,İşləyən,,Nağd istehlak krediti,5774,məişət avadanlığı alışı,12.99,551.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
87743482,Uğur Hüseynov,05-04-87,Kişi,Bakalavr tehsili,Sahibkar,6160,Mikro kredit,48793,Biznes krediti,20.42,1307.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
46515722,Zeynəb Vəliyeva,2004-12-27,,Bakalavr,Tələbə,171,Təhsil krediti,2549,dövriyyə vəsaitlərinin artırılması - Biznes krediti,17.62,689.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 907
12732052,Ləman Rüstəmova,31/12/1988,Q,Bakalavr tehsili,Sahibkar,8677,Mikro kredit,72213,dövriyyə vəsaitlərinin artırılması - Biznes krediti,19.27,1427.0,6,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
57431021,Lalə Quliyeva,1974-11-09,,Bakalavr,Sahibkar,4564,Mikro kredit,35981,dövriyyə vəsaitlərinin artırılması - Biznes krediti,14.43,1418.0,8,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 581
38403268,Fərid Abdullayev,1995-01-17,,Orta məktəb,İşsiz,140,Nağd istehlak krediti,394,tibbi xərclər,19.4,487.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
52402659,Nihat Cəfərov,11-29-85,Kişi,Magistr,Sahibkar,8324,Mikro kredit,14813,Biznes krediti,20.34,889.0,8,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
56119473,Fidan Əliyeva,08/01/1998,Qadın,Magistr,İşləyən,3556,Avtomobil krediti,9321,tibbi xərclər,17.17,1502.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
65540668,Ramin Rzayev,11-24-95,K,Bakalavr tehsili,İşləyən,2278,Nağd istehlak krediti,3963,təmir,24.17,869.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 583
70946389,Cəfərov Elvin,11-14-02, kişi ,Bakalavr tehsili,Tələbə,133,Təhsil krediti,910,Biznes krediti,18.1,315.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
70705052,Səbinə Nəsirova,1986-04-05,,Magistr,İşləyən,3173,Nağd istehlak krediti,"18,411",tibbi xərclər,15.06,978.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
74382838,Yusif Sultanov,09/07/1987,K,Bakalavr,İşləyən,2957,Avtomobil krediti,8445,təmir,22.73,1228.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 953
73917448,Aysel Məmmədova,2000-10-03,qadin,Bakalavr tehsili,İşləyən,2921,Nağd istehlak kriditi,3202,məişət avadanlığı alışı,21.58,1260.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
52773995,Kamal Rzayev,2006-01-10, kişi ,Bakalavr,Tələbə,242,Təhsil krediti,1738,əsas vəsaitlərin alınması - Biznes krediti,23.62,743.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
52543548,Rəna Sultanova,1989-03-29,,Bakalavr tehsili,Sahibkar,5131,Mikro kredit,92547,dövriyyə vəsaitlərinin artırılması - Biznes krediti,18.25,1151.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
10819582,Cavid Əliyev,2004-10-14,K,Bakalavr,Tələbə,226,Təhsil krediti,1115,dövriyyə vəsaitlərinin artırılması - Biznes krediti,11.65,309.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
32508627, Samir Tağıyev ,1978-10-16,K,Bakalavr,İşləyən,948,Nağd istehlak krediti,5302,təmir,13.15,440.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 722
69503431,Hüseyn Cavadov,09/08/1978,Kişi,Orta məktəb,İşsiz,179,Nağd istehlak krediti,644,tibbi xərclər,24.16,482.0,2,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
55598079,Şəbnəm Babayeva,11/03/1988,,Bakalavr tehsili,İşləyən,2268,Nağd istehlak krediti,16703,təmir,18.06,660.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
95143420,Nihat Səfərov,09/03/1972,K,Bakalavr,İşləyən,1243,Avtomobil krediti,27500,toy xərcləri,20.39,1065.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
63372759,Babayeva Aydan,01-18-00,qadin,Orta məktəb,İşsiz,108,Nağd istehlak krediti,896,təmir,24.04,114.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 407
75505470,Ləman Cavadova,02/10/1989,,Bakalavr tehsili,İşləyən,2573,Avtomobil krediti,22148,məişət avadanlığı alışı,14.57,1393.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 807
11457384,Rəna Məmmədova,1983-10-02,Qadın,Bakalavr,İşləyən,3057,Nağd istehlak krediti,17442,tibbi xərclər,12.19,1109.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
25740339,Əliyev Ramin,09/09/2003,K,Bakalavr tehsili,Tələbə,229,Təhsil krediti,2163,dövriyyə vəsaitlərinin artırılması - Biznes krediti,11.29,483.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 275
22336439,Rəhimov Samir,10-17-93,,Magistr,İşləyən,3960,Nağd istehlak krediti,10475,məişət avadanlığı alışı,20.21,1259.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
49175725,Cavid Səfərov,29/05/1974,Kişi,Bakalavr,Sahibkar,8311,Mikro kredit,50753,Biznes krediti,19.33,1018.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
23111921,Ayan İsmayılova,1979-05-15,Q,Bakalavr,İşləyən,"1,889",Nağd istehlak krediti,13806,şəxsi istehlak məqsədi,19.38,1161.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
49703614,Tağıyeva Məryəm,19/09/1999,Qadın,Bakalavr,İşləyən,1940,Nağd istehlak krediti,10492,şəxsi istehlak məqsədi,11.8,646.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
39270785,Kəmalə Rəhimova,07-25-77,Q,Bakalavr,Sahibkar,8490,Mikro kredit,78580,dövriyyə vəsaitlərinin artırılması - Biznes krediti,23.38,,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
55544491,Anar Əliyev,1998-06-09,,Bakalavr tehsili,İşləyən,2559 manat,Nağd istehlak krediti,1208,toy xərcləri,16.89,1169.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
43620343,Rauf Babayev,01-23-77,Kişi,Bakalavr tehsili,Sahibkar,8835,Mikro kredit,32972,dövriyyə vəsaitlərinin artırılması - Biznes krediti,18.7,1671.0,5,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
67871511, Murad Rzayev ,1986-08-29, kişi ,Magistr,İşləyən,3223,Nağd istehlak krediti,7056,təmir,23.84,866.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
57897161,rəna qasımova,12/12/1994,,Bakalavr tehsili,İşləyən,945,Avtomobil krediti,33997,toy xərcləri,22.22,1596.0,2,Bəli,Xeyr,Rədd edilib,Gəlir çatışmazlığı
22439650,Aylin Məmmədova,1975-03-31,qadin,Bakalavr tehsili,İşləyən,3207,Nağd istehlak krediti,17291,məişət avadanlığı alışı,16.72,718.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
75964126,Fatimə Əliyeva,12/10/1996,,Magistr,İşləyən,1465,Nağd istehlak krediti,3222,məişət avadanlığı alışı,16.12,,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
62961480,Ramin Tağıyev,1961-08-14,K,Orta məktəb,İşsiz,374,Nağd istehlak krediti,534,təmir,24.68,541.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
40006048,Lalə Hüseynova,1978-03-01,Qadın,Bakalavr,İşləyən,1939,Nağd istehlak krediti,1843,şəxsi istehlak məqsədi,16.48,890.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 501
10077445,Ayan Tağıyeva,30/04/2006,Q,Bakalavr,Tələbə,209,Təhsil krediti,2848 manat,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.34,799.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
41314591,Fidan Əhmədova,11-07-04,qadin,Bakalavr tehsili,Tələbə,256,Təhsil krediti,567,dövriyyə vəsaitlərinin artırılması - Biznes krediti,18.04,699.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 513
26761066,Ramin Əhmədov,09-26-92,,Magistr,İşləyən,3431,Nağd istehlak krediti,16045,şəxsi istehlak məqsədi,14.21,831.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
34411979,Ləman Qasımova,1981-03-23,,Magistr,Sahibkar,8628,Mikro kredit,18671,əsas vəsaitlərin alınması - Biznes krediti,16.07,1049.0,6,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 248
26332448,Rəna İbrahimova,1991-11-05,Q,Orta məktəb,İşsiz,168,Nağd istehlak krediti,458,toy xərcləri,16.18,201.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
51901094,Nihat Cəfərov,1977-05-19,,Orta məktəb,İşsiz,348,Nağd istehlak krediti,475,tibbi xərclər,16.36,211.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq
53343516,Əli Quliyev,1996-08-15,Kişi,Magistr,İşləyən,1876,Nağd istehlak krediti,13325,toy xərcləri,11.16,1126.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
87425867,Fatimə Əliyeva,1996-06-20,,Magistr,İşləyən,1652 AZN,Nağd istehlak krediti,13701,məişət avadanlığı alışı,16.82,578.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 691
45470427,Lalə Cavadova,11/04/2007,,Magistr,Tələbə,169 AZN,Təhsil krediti,1241,əsas vəsaitlərin alınması - Biznes krediti,23.37,535.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 150
66445502,Rəna Quliyeva,1992-04-19,Qadın,Orta məktəb,İşsiz,86,Nağd istehlak krediti,727,tibbi xərclər,17.03,418.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
50068573, Səbinə Sultanova ,27/03/1981,,Magistr,İşləyən,1132,Nağd istehlak krediti,3661,şəxsi istehlak məqsədi,24.44,494.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
96796287,Ramin Nəsirov,04-07-87, kişi ,Bakalavr tehsili,İşləyən,1577,Nağd istehlak krediti,16268,təmir,22.17,1360.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
79259499,Günel Tağıyeva,22/02/1995,qadin,Magistr,İşləyən,1127,Nağd istehlak krediti,12892,Təmir,14.19,635.0,3,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
88864706,Şəbnəm Qasımova,31/10/2005,qadin,Bakalavr,Tələbə,186,Təhsil krediti,1537,əsas vəsaitlərin alınması - Biznes krediti,24.27,574.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
47504070,Ramin Məmmədov,2005-05-25, kişi ,Magistr,Tələbə,292,Təhsil krediti,2213,Biznes krediti,16.67,273.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
75462686,samir sultanov,1990-12-31,,Bakalavr,Sahibkar,3973,Mikro kredit,38254,Biznes krediti,15.21,972.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 571
16817216,Sevinc Səfərova,26/07/1961,Qadın,Orta məktəb,İşsiz,392,Nağd istehlak krediti,791,şəxsi istehlak məqsədi,16.91,375.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
26204108,Fatimə Hüseynova,12/11/2006,Qadın,Bakalavr tehsili,Tələbə,221 manat,Təhsil krediti,1626,əsas vəsaitlərin alınması - Biznes krediti,22.97,696.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
66316716,Məryəm Hüseynova,1995-08-02,,Magistr,Sahibkar,4136,Mikro kredit,42835,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.75,,5,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
51590104,Nigar Məmmədova,04/02/2004,Q,Magistr,Tələbə,293,Təhsil krediti,2166 AZN,Biznes krediti,11.72,624.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
44354799,Nihat Babayev,1984-01-22,,Orta məktəb,İşsiz,275,Nağd istehlak krediti,651,təmir,14.12,443.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
43584169,Kamal Səfərov,1979-04-08,Kişi,Magistr,Sahibkar,6462,Mikro kredit,72176,Biznes krediti,13.8,1519.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 742
42773991,Ramin Əhmədov,1968-08-25,K,Orta məktəb,İşsiz,136,Nağd istehlak krediti,610,toy xərcləri,21.25,205.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
44169515,Nigar Qasımova,02-19-05,,Magistr,Tələbə,284,Təhsil krediti,1092,Biznes krediti,23.25,234.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
82439366,Rauf Sultanov,2000-09-07,,Orta məktəb,İşsiz,70,Nağd istehlak krediti,770,məişət avadanlığı alışı,22.25,355.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
31512329,Aydan Qasımova,09-01-94,Q,Bakalavr,İşləyən,1977,Avtomobil krediti,39383,şəxsi istehlak məqsədi,16.64,618.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq
29475721, Lalə Cəfərova ,2005-04-18,Q,Magistr,Tələbə,185,Təhsil krediti,1422,əsas vəsaitlərin alınması - Biznes krediti,20.95,764.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 917
15435225,Məhəmməd Əhmədov,09-03-84,,Magistr,İşləyən,3789,Nağd istehlak krediti,19783,tibbi xərclər,12.33,911.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
45853875,Səfərova Aylin,1971-08-13,Qadın,Magistr,İşləyən,1083,Avtomobil krediti,33245,təmir,15.99,1111.0,2,Xeyr,Xeyr,Rədd edilib,Gəlir çatışmazlığı
20263136,Fərid Qasımov,10-26-98,K,Magistr,İşləyən,1575,Avtomobil krediti,18576,toy xərcləri,18.71,1253.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
56869222,Samir Cavadov,08-31-89,Kişi,Orta məktəb,İşsiz,75,Nağd istehlak krediti,766,məişət avadanlığı alışı,20.74,342.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
52808235,Zeynəb Vəliyeva,2005-01-12,Qadın,Bakalavr tehsili,Tələbə,245,Təhsil krediti,2412,Biznes krediti,24.51,460.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
36272185,Yusif Sultanov,1981-11-06,K,Bakalavr,İşləyən,2077,Nağd istehlak krediti,12459,şəxsi istehlak məqsədi,12.07,828.0,4,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
18873036,Rəna Hüseynova,1972-07-31,qadin,Bakalavr tehsili,İşləyən,889,Avtomobil krediti,36378,təmir,12.39,714.0,1,Xeyr,Xeyr,Rədd edilib,Gəlir çatışmazlığı
78886170,Kamal Cavadov,08/09/2004, kişi ,Bakalavr,Tələbə,266,Təhsil krediti,2691,dövriyyə vəsaitlərinin artırılması - Biznes krediti,16.8,592.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
36413270,Orxan Nəsirov,09/05/1982, kişi ,Orta məktəb,İşsiz,23,Nağd istehlak krediti,940,məişət avadanlığı alışı,17.31,348.0,2,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
99682609,Rəşad Nəsirov,27/06/2006,K,Magistr,Tələbə,113,Təhsil krediti,1944,Biznes krediti,24.17,493.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
78741867,fərid rzayev,2004-01-18,,Bakalavr,Tələbə,295,Təhsil krediti,2961,Biznes krediti,24.92,639.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
50577460,Tural Əliyev,2004-05-16, kişi ,Magistr,Tələbə,212,Təhsil krediti,2673,Biznes krediti,16.89,422.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 782
85963112,Günel Abdullayeva,1995-05-07,Qadın,Bakalavr tehsili,Sahibkar,8541,Mikro kredit,84676,əsas vəsaitlərin alınması - Biznes krediti,15.95,1372.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
64740758,Zülfiyyə Əliyeva,03-07-89,Q,Bakalavr tehsili,Sahibkar,6991,Mikro kredit,16864,Biznes krediti,18.77,1397.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
31784888,Hüseyn İsmayılov,1976-06-03,Kişi,Bakalavr tehsili,İşləyən,1417,Nağd istehlak krediti,9997,təmir,23.05,776.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
22428252,Anar Babayev,09-27-94,K,Magistr,İşləyən,3107 AZN,Nağd istehlak krediti,3900,təmir,17.3,873.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
24223357,Ləman Quliyeva,1975-01-13,Q,Bakalavr,İşləyən,936,Nağd istehlak krediti,19983,şəxsi istehlak məqsədi,20.96,914.0,3,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
26922462,Aysel İbrahimova,2005-07-21,Qadın,Bakalavr,Tələbə,289,Təhsil krediti,1844,əsas vəsaitlərin alınması - Biznes krediti,19.41,773.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
80686299,Sevinc Əliyeva,10-20-86,Q,Bakalavr,İşləyən,2940,Nağd istehlak krediti,17549,tibbi xərclər,17.24,1272.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 527
38081709,Rəşad Hüseynov,1979-01-29,K,Magistr,Sahibkar,9530,Mikro kredit,17424,Biznes krediti,16.92,1366.0,8,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
50351573,Kəmalə Nəsirova,1981-06-26,Q,Orta məktəb,İşsiz,20,Nağd istehlak krediti,479,məişət avadanlığı alışı,16.65,372.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
16418053,Məhəmməd Səfərov,2006-04-28,Kişi,Bakalavr tehsili,Tələbə,285,Təhsil krediti,2857,dövriyyə vəsaitlərinin artırılması - Biznes krediti,20.51,219.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
95555153,Anar Babayev,1994-02-26,,Bakalavr tehsili,İşləyən,1971,Nağd istehlak krediti,19680 AZN,tibbi xərclər,12.56,885.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 938
43202604,Səbinə İbrahimova,23/04/1982,,Bakalavr,Sahibkar,6933,Mikro kredit,14136,dövriyyə vəsaitlərinin artırılması - Biznes krediti,11.86,1041.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
86315814,Orxan Rüstəmov,31/05/1997,Kişi,Magistr,İşləyən,1317,Nağd istehlak krediti,13120,tibbi xərclər,13.75,514.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
34314951,Zeynəb Rəhimova,1989-04-18,Q,Magistr,İşləyən,3231,Nağd istehlak krediti,16216,məişət avadanlığı alışı,21.72,1221.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
64597515,Murad İbrahimov,2005-08-29,Kişi,Magistr,Tələbə,166,Təhsil krediti,2200,əsas vəsaitlərin alınması - Biznes krediti,23.17,713.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
68286173,Murad Vəliyev,1993-02-05,Kişi,Bakalavr tehsili,İşləyən,2764,Avtomobil krediti,8911,təmir,22.24,1207.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 878
33823380,Elvin Əliyev,26/01/1991,Kişi,Bakalavr,İşləyən,1098,Nağd istehlak krediti,5118,şəxsi istehlak məqsədi,14.76,1395.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
71368168,nigar babayeva,05/04/1961,Q,Orta məktəb,İşsiz,360,Nağd istehlak krediti,608,təmir,17.96,521.0,1,Bəli,Xeyr,Təsdiqlənib,'Qara siyahı'da olmaq
79464077,Murad Cəfərov,2002-04-07,,Magistr,İşləyən,2000,Nağd istehlak krediti,14256,məişət avadanlığı alışı,20.44,435.0,4,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
12459241,samir hüseynov,11-24-03, kişi ,Bakalavr,Tələbə,136,Təhsil krediti,1665,Biznes krediti,21.27,514.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
75425444,Orxan Rəhimov,17/12/1982, kişi ,Magistr,İşləyən,2900,Nağd istehlak krediti,6982,tibbi xərclər,11.75,1397.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 415
30973799,Cavid Nəsirov,1976-10-30, kişi ,Magistr,Sahibkar,2501,Mikro kredit,36133,dövriyyə vəsaitlərinin artırılması - Biznes krediti,23.97,1370.0,8,Xeyr,Xeyr,Təsdiqlənib,Zaminlik məsələləri | Yoxlayıcı_ID: 746
32276694,elvin qasımov,1981-05-19, kişi ,Bakalavr tehsili,İşləyən,1435,Nağd istehlak krediti,18425,tibbi xərclər,22.35,974.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
80077312,Cavid Rzayev,2003-02-16,,Bakalavr,Tələbə,227,Təhsil krediti,1422,əsas vəsaitlərin alınması - Biznes krediti,11.01,433.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 535
56126045,Zəhra Nəsirova,1984-11-09,qadin,Bakalavr,Sahibkar,3695 AZN,Mikro kredit,75766,Biznes krediti,19.56,1401.0,5,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
34020428,Nigar İsmayılova,09-26-77,Qadın,Bakalavr,İşləyən,3167,Nağd istehlak krediti,3808,şəxsi istehlak məqsədi,19.86,1421.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 216
19214978,Ayan Cəfərova,19/07/1993,Qadın,Magistr,İşləyən,,Nağd istehlak krediti,7519,tibbi xərclər,24.68,1174.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
61294509,Fatimə Məmmədova,07-13-88,Q,Bakalavr tehsili,İşləyən,2016,Nağd istehlak krediti,2361,toy xərcləri,18.27,446.0,3,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
